invoice_no,invoice_date,invoice_month,country,market_group,day_type,invoice_total,total_units,distinct_items,customer_id,invoice_value_zscore,is_high_value_outlier_iqr,is_high_value_outlier_zscore
573002,2011-10-27 12:09:00,2011-10,Netherlands,International,Weekday,4534.22,3069,25,14646,2.247315621468063,True,False
575930,2011-11-11 17:58:00,2011-11,United Kingdom,United Kingdom,Weekday,4526.33,1226,526,,2.2428839526305064,True,False
567610,2011-09-21 11:30:00,2011-09,United Kingdom,United Kingdom,Weekday,4463.08,2612,42,17511,2.2073575833053556,True,False
542789,2011-02-01 10:38:00,2011-02,United Kingdom,United Kingdom,Weekday,4446.88,2945,58,17511,2.198258339304289,True,False
577768,2011-11-21 15:18:00,2011-11,United Kingdom,United Kingdom,Weekday,4444.83,1198,525,,2.1971068917609444,True,False
580754,2011-12-06 10:05:00,2011-12,United Kingdom,United Kingdom,Weekday,4429.46,979,67,,2.1884738435945006,True,False
567384,2011-09-20 10:23:00,2011-09,United Kingdom,United Kingdom,Weekday,4418.0,1876,16,17450,2.182036970986339,True,False
556845,2011-06-15 11:30:00,2011-06,United Kingdom,United Kingdom,Weekday,4415.4400000000005,3007,55,17511,2.1805990657614793,True,False
580985,2011-12-06 16:33:00,2011-12,United Kingdom,United Kingdom,Weekday,4414.88,1160,17,17389,2.180284523993541,True,False
560504,2011-07-19 11:47:00,2011-07,United Kingdom,United Kingdom,Weekday,4406.61,3089,178,13081,2.175639416099169,True,False
546530,2011-03-14 13:25:00,2011-03,Sweden,International,Weekday,4400.28,5156,27,17404,2.172083970758012,True,False
576653,2011-11-16 10:45:00,2011-11,EIRE,International,Weekday,4391.16,2900,26,14156,2.1669614333944485,True,False
551351,2011-04-28 10:20:00,2011-04,United Kingdom,United Kingdom,Weekday,4390.56,4476,128,14298,2.1666244243573725,True,False
539436,2010-12-17 14:49:00,2010-12,United Kingdom,United Kingdom,Weekday,4390.32,833,434,,2.1664896207425413,True,False
578065,2011-11-22 15:41:00,2011-11,United Kingdom,United Kingdom,Weekday,4381.48,1378,494,,2.161524354262947,True,False
543378,2011-02-07 15:34:00,2011-02,United Kingdom,United Kingdom,Weekday,4379.76,1008,2,18102,2.1605582616899945,True,False
567306,2011-09-19 13:32:00,2011-09,Norway,International,Weekday,4366.78,2262,53,12752,2.153267632854572,True,False
575748,2011-11-11 10:21:00,2011-11,United Kingdom,United Kingdom,Weekday,4365.75,923,79,,2.1526891006742574,True,False
575176,2011-11-08 18:29:00,2011-11,United Kingdom,United Kingdom,Weekday,4363.88,1403,518,,2.151638755842036,True,False
575607,2011-11-10 12:37:00,2011-11,United Kingdom,United Kingdom,Weekday,4358.0,1014,375,14096,2.1483360672786858,True,False
575947,2011-11-13 11:50:00,2011-11,United Kingdom,United Kingdom,Weekend,4357.43,574,203,,2.148015908693463,True,False
566936,2011-09-15 15:35:00,2011-09,United Kingdom,United Kingdom,Weekday,4351.0,950,7,18102,2.1444042951794593,True,False
562374,2011-08-04 14:40:00,2011-08,EIRE,International,Weekday,4345.1,2270,31,14911,2.1410903729815405,True,False
561645,2011-07-28 15:16:00,2011-07,EIRE,International,Weekday,4345.1,2270,31,14911,2.1410903729815405,True,False
562846,2011-08-10 09:29:00,2011-08,United Kingdom,United Kingdom,Weekday,4318.93,1046,85,,2.126391162147719,True,False
566595,2011-09-13 15:03:00,2011-09,United Kingdom,United Kingdom,Weekday,4314.72,7824,16,18251,2.1240264820708985,True,False
540698,2011-01-11 09:24:00,2011-01,United Kingdom,United Kingdom,Weekday,4314.0199999999995,858,23,17450,2.1236333048609755,True,False
575739,2011-11-11 09:05:00,2011-11,United Kingdom,United Kingdom,Weekday,4312.6,1287,482,,2.1228357168065615,True,False
572051,2011-10-20 12:24:00,2011-10,Netherlands,International,Weekday,4311.48,3020,20,14646,2.122206633270685,True,False
560373,2011-07-18 12:30:00,2011-07,United Kingdom,United Kingdom,Weekday,4287.63,1,1,,2.108810524046893,True,False
570672,2011-10-11 14:52:00,2011-10,France,International,Weekday,4279.71,2801,259,12536,2.104362004757483,True,False
564856,2011-08-31 09:11:00,2011-08,Germany,International,Weekday,4257.0599999999995,1151,90,12477,2.0916399136078434,True,False
548162,2011-03-29 13:42:00,2011-03,United Kingdom,United Kingdom,Weekday,4225.29,989,90,,2.0737952850946413,True,False
570094,2011-10-07 11:56:00,2011-10,United Kingdom,United Kingdom,Weekday,4186.08,2304,4,16029,2.05177174452169,True,False
559052,2011-07-05 16:53:00,2011-07,United Kingdom,United Kingdom,Weekday,4178.58,1562,463,,2.0475591315582333,True,False
580519,2011-12-04 14:51:00,2011-12,United Kingdom,United Kingdom,Weekend,4171.41,938,60,,2.043531873565169,True,False
573077,2011-10-27 14:13:00,2011-10,France,International,Weekday,4161.06,1,1,12536,2.037718467675599,True,False
573080,2011-10-27 14:20:00,2011-10,France,International,Weekday,4161.06,1,1,12536,2.037718467675599,True,False
558871,2011-07-04 13:19:00,2011-07,Spain,International,Weekday,4146.34,1506,15,12557,2.0294505126326547,True,False
567852,2011-09-22 13:21:00,2011-09,United Kingdom,United Kingdom,Weekday,4117.400000000001,784,13,18102,2.013195443410997,True,False
566494,2011-09-13 11:12:00,2011-09,Sweden,International,Weekday,4114.08,4072,17,17404,2.011330660072506,True,False
563549,2011-08-17 12:34:00,2011-08,United Kingdom,United Kingdom,Weekday,4109.72,602,190,,2.008881727736417,True,False
541421,2011-01-17 17:44:00,2011-01,United Kingdom,United Kingdom,Weekday,4106.84,1610,455,,2.0072640843584497,True,False
562880,2011-08-10 10:53:00,2011-08,United Kingdom,United Kingdom,Weekday,4105.9400000000005,2630,29,15838,2.006758570802835,True,False
567507,2011-09-20 14:46:00,2011-09,United Kingdom,United Kingdom,Weekday,4102.39,624,182,,2.0047646006667987,True,False
568319,2011-09-26 13:35:00,2011-09,United Kingdom,United Kingdom,Weekday,4091.46,1038,19,17389,1.998625419374721,True,False
566929,2011-09-15 15:21:00,2011-09,United Kingdom,United Kingdom,Weekday,4090.28,1848,47,17428,1.9979626349351376,True,False
536783,2010-12-02 15:19:00,2010-12,United Kingdom,United Kingdom,Weekday,4076.48,2909,38,15061,1.9902114270823772,True,False
571441,2011-10-17 13:31:00,2011-10,United Kingdom,United Kingdom,Weekday,4050.61,995,363,14096,1.9756807207670941,True,False
575919,2011-11-11 17:00:00,2011-11,United Kingdom,United Kingdom,Weekday,4041.18,2683,82,15311,1.9703840620677078,True,False
548813,2011-04-04 13:03:00,2011-04,Singapore,International,Weekday,4037.77,4,1,12744,1.9684687273736563,True,False
562046,2011-08-02 10:34:00,2011-08,Switzerland,International,Weekday,4008.62,2529,219,12378,1.952095704989021,True,False
565748,2011-09-06 12:38:00,2011-09,EIRE,International,Weekday,4005.35,1145,58,14156,1.9502590057369542,True,False
579694,2011-11-30 14:11:00,2011-11,United Kingdom,United Kingdom,Weekday,3982.55,524,177,,1.937452662328046,True,False
546780,2011-03-17 07:40:00,2011-03,Denmark,International,Weekday,3978.9900000000002,879,19,12435,1.9354530753747254,True,False
574067,2011-11-02 14:50:00,2011-11,United Kingdom,United Kingdom,Weekday,3962.85,1161,34,14088,1.9263875322773667,True,False
547832,2011-03-25 16:25:00,2011-03,United Kingdom,United Kingdom,Weekday,3962.06,2379,22,17511,1.9259438037118826,True,False
578125,2011-11-23 10:31:00,2011-11,United Kingdom,United Kingdom,Weekday,3956.6800000000003,3806,45,17511,1.9229219560127628,True,False
570886,2011-10-13 10:23:00,2011-10,United Kingdom,United Kingdom,Weekday,3953.35,1941,22,13777,1.9210515558569883,True,False
574056,2011-11-02 14:09:00,2011-11,Netherlands,International,Weekday,3949.66,2454,30,14646,1.9189789502789671,True,False
560360,2011-07-18 11:55:00,2011-07,Singapore,International,Weekday,3949.32,2160,75,12744,1.918787978491291,True,False
570660,2011-10-11 14:18:00,2011-10,United Kingdom,United Kingdom,Weekday,3930.94,1570,21,14866,1.9084642683221797,True,False
540026,2011-01-04 13:25:00,2011-01,United Kingdom,United Kingdom,Weekday,3900.62,1680,410,,1.8914340783152455,True,False
580873,2011-12-06 12:06:00,2011-12,United Kingdom,United Kingdom,Weekday,3895.8599999999997,1410,15,15061,1.8887604732877714,True,False
575516,2011-11-10 10:45:00,2011-11,United Kingdom,United Kingdom,Weekday,3893.79,1690,116,17340,1.8875977921098575,True,False
541592,2011-01-19 15:08:00,2011-01,United Kingdom,United Kingdom,Weekday,3882.43,1431,415,,1.881217087674542,True,False
567803,2011-09-22 12:11:00,2011-09,United Kingdom,United Kingdom,Weekday,3877.56,768,6,18102,1.8784816976569376,True,False
556927,2011-06-15 14:47:00,2011-06,EIRE,International,Weekday,3876.86,2642,27,14156,1.878088520447015,True,False
564054,2011-08-22 13:55:00,2011-08,United Kingdom,United Kingdom,Weekday,3875.88,1508,5,17857,1.8775380723531232,True,False
574856,2011-11-07 12:06:00,2011-11,United Kingdom,United Kingdom,Weekday,3872.96,500,182,,1.8758979617060174,True,False
559055,2011-07-05 17:09:00,2011-07,United Kingdom,United Kingdom,Weekday,3872.9,1372,487,,1.87586426080231,True,False
552038,2011-05-06 08:08:00,2011-05,EIRE,International,Weekday,3869.18,1694,20,14156,1.8737748047724354,True,False
540176,2011-01-05 12:40:00,2011-01,United Kingdom,United Kingdom,Weekday,3862.14,1914,34,17511,1.8698205654040707,True,False
581115,2011-12-07 12:20:00,2011-12,United Kingdom,United Kingdom,Weekday,3861.0,1404,1,15195,1.869180248233625,True,False
569573,2011-10-05 10:11:00,2011-10,United Kingdom,United Kingdom,Weekday,3855.84,2085,33,17511,1.866281970514767,True,False
567526,2011-09-21 09:06:00,2011-09,Denmark,International,Weekday,3850.9,1176,17,12435,1.8635072627761704,True,False
546438,2011-03-14 09:59:00,2011-03,United Kingdom,United Kingdom,Weekday,3840.88,2224,38,15125,1.8578792118569922,True,False
578067,2011-11-22 15:43:00,2011-11,United Kingdom,United Kingdom,Weekday,3826.2799999999997,1085,486,,1.849678658621463,True,False
579251,2011-11-28 16:39:00,2011-11,United Kingdom,United Kingdom,Weekday,3821.36,1456,3,17450,1.8469151845174359,True,False
560926,2011-07-22 09:20:00,2011-07,United Kingdom,United Kingdom,Weekday,3814.99,1561,438,,1.8433372719071397,True,False
540848,2011-01-12 09:26:00,2011-01,United Kingdom,United Kingdom,Weekday,3808.77,1330,460,,1.8398436115561132,True,False
574356,2011-11-04 10:48:00,2011-11,United Kingdom,United Kingdom,Weekday,3803.96,753,68,,1.837141922442216,True,False
537899,2010-12-09 10:44:00,2010-12,Japan,International,Weekday,3794.3999999999996,1488,1,12755,1.8317722451181297,True,False
567183,2011-09-18 15:32:00,2011-09,United Kingdom,United Kingdom,Weekend,3790.17,2709,386,14769,1.8293963314067405,True,False
575683,2011-11-10 15:51:00,2011-11,United Kingdom,United Kingdom,Weekday,3782.52,954,18,17389,1.825099466184015,True,False
538353,2010-12-10 15:31:00,2010-12,United Kingdom,United Kingdom,Weekday,3762.66,2420,37,13798,1.8139444670567815,True,False
564312,2011-08-24 12:52:00,2011-08,United Kingdom,United Kingdom,Weekday,3744.0,1584,6,15769,1.8034634860037013,True,False
569492,2011-10-04 13:30:00,2011-10,United Kingdom,United Kingdom,Weekday,3733.0,2584,3,16333,1.7972849869906316,True,False
540977,2011-01-12 15:01:00,2011-01,United Kingdom,United Kingdom,Weekday,3716.17,1391,418,,1.787831883500635,True,False
580673,2011-12-05 14:30:00,2011-12,United Kingdom,United Kingdom,Weekday,3705.48,1892,71,13089,1.7818275058233883,True,False
549927,2011-04-13 10:19:00,2011-04,United Kingdom,United Kingdom,Weekday,3694.36,3300,21,16684,1.7755816050029034,True,False
561388,2011-07-27 09:32:00,2011-07,Japan,International,Weekday,3680.4,2208,37,12753,1.7677405280735894,True,False
545914,2011-03-08 11:39:00,2011-03,United Kingdom,United Kingdom,Weekday,3678.03,1605,51,13340,1.766409342377137,True,False
568346,2011-09-26 15:28:00,2011-09,United Kingdom,United Kingdom,Weekday,3671.44,937,333,14096,1.7627078597865797,True,False
558371,2011-06-28 15:44:00,2011-06,United Kingdom,United Kingdom,Weekday,3668.64,772,74,,1.761135150946889,True,False
579498,2011-11-29 15:52:00,2011-11,Japan,International,Weekday,3651.6,2040,1,12798,1.7515640942939157,True,False
572193,2011-10-21 11:33:00,2011-10,United Kingdom,United Kingdom,Weekday,3648.6,3176,11,15061,1.749879049108533,True,False
559038,2011-07-05 15:31:00,2011-07,United Kingdom,United Kingdom,Weekday,3643.81,732,78,,1.7471885936292053,True,False
572696,2011-10-25 14:23:00,2011-10,United Kingdom,United Kingdom,Weekday,3640.0,1001,4,17857,1.7450485862437692,True,False
574074,2011-11-02 15:33:00,2011-11,United Kingdom,United Kingdom,Weekday,3638.9,862,404,,1.7444307363424625,True,False
561902,2011-07-31 15:50:00,2011-07,Sweden,International,Weekend,3633.58,2567,24,17404,1.7414425895470502,True,False
555164,2011-06-01 10:24:00,2011-06,Netherlands,International,Weekday,3623.2,1836,13,14646,1.7356123332056261,True,False
559465,2011-07-08 13:26:00,2011-07,United Kingdom,United Kingdom,Weekday,3609.8,1568,24,14680,1.7280857980442506,True,False
581375,2011-12-08 12:36:00,2011-12,United Kingdom,United Kingdom,Weekday,3599.4,1056,12,16210,1.7222443080682575,True,False
548993,2011-04-05 13:56:00,2011-04,Japan,International,Weekday,3599.38,1626,32,12753,1.722233074433688,True,False
538397,2010-12-12 11:44:00,2010-12,Japan,International,Weekend,3590.59,2409,48,12753,1.7172958920405168,True,False
551547,2011-05-03 09:44:00,2011-05,United Kingdom,United Kingdom,Weekday,3579.67,690,86,,1.711162327565724,True,False
572897,2011-10-26 14:42:00,2011-10,United Kingdom,United Kingdom,Weekday,3567.56,495,174,,1.7043603618340628,True,False
551809,2011-05-04 11:32:00,2011-05,United Kingdom,United Kingdom,Weekday,3566.1400000000003,1498,28,17511,1.7035627737796484,True,False
545582,2011-03-04 09:05:00,2011-03,United Kingdom,United Kingdom,Weekday,3547.34,1976,23,13694,1.6930031572845836,True,False
571255,2011-10-14 17:13:00,2011-10,Spain,International,Weekday,3528.34,1006,15,12454,1.6823312044438268,True,False
540372,2011-01-06 16:41:00,2011-01,United Kingdom,United Kingdom,Weekday,3527.64,2602,169,13081,1.6819380272339042,True,False
574076,2011-11-02 15:37:00,2011-11,United Kingdom,United Kingdom,Weekday,3514.74,1034,416,,1.6746923329367585,True,False
544075,2011-02-15 14:50:00,2011-02,EIRE,International,Weekday,3506.2400000000002,1932,23,14156,1.6699180382448413,True,False
546212,2011-03-10 11:33:00,2011-03,EIRE,International,Weekday,3500.5,2826,27,14156,1.6666939851234754,True,False
575177,2011-11-08 18:41:00,2011-11,United Kingdom,United Kingdom,Weekday,3487.08,1034,411,,1.6591562163275304,True,False
572552,2011-10-24 17:07:00,2011-10,United Kingdom,United Kingdom,Weekday,3472.42,843,352,14096,1.6509219621882938,True,False
561659,2011-07-28 16:11:00,2011-07,United Kingdom,United Kingdom,Weekday,3453.7200000000003,1180,6,17450,1.6404185138660754,True,False
576179,2011-11-14 11:09:00,2011-11,United Kingdom,United Kingdom,Weekday,3419.64,2244,18,13694,1.6212764005601283,True,False
540785,2011-01-11 11:39:00,2011-01,Spain,International,Weekday,3417.1200000000003,1008,4,12557,1.6198609626044074,True,False
559816,2011-07-12 16:11:00,2011-07,United Kingdom,United Kingdom,Weekday,3405.4,1169,434,,1.6132780527468455,True,False
580297,2011-12-02 13:52:00,2011-12,United Kingdom,United Kingdom,Weekday,3404.0,1744,8,15769,1.612491698327,True,False
540355,2011-01-06 15:11:00,2011-01,United Kingdom,United Kingdom,Weekday,3401.94,690,113,,1.6113346339663708,True,False
556812,2011-06-14 17:25:00,2011-06,United Kingdom,United Kingdom,Weekday,3393.04,838,295,,1.6063356665830686,True,False
541827,2011-01-21 17:05:00,2011-01,United Kingdom,United Kingdom,Weekday,3388.21,1482,429,,1.6036227438346027,True,False
570488,2011-10-10 17:12:00,2011-10,United Kingdom,United Kingdom,Weekday,3380.86,779,347,14096,1.5994943831304154,True,False
543829,2011-02-14 09:47:00,2011-02,United Kingdom,United Kingdom,Weekday,3376.08,1536,15,12939,1.596809544468372,True,False
562104,2011-08-02 14:31:00,2011-08,United Kingdom,United Kingdom,Weekday,3358.63,767,84,,1.5870081983067297,True,False
574950,2011-11-08 09:29:00,2011-11,United Kingdom,United Kingdom,Weekday,3346.73,978,420,,1.5803241857380452,True,False
560567,2011-07-19 13:57:00,2011-07,United Kingdom,United Kingdom,Weekday,3342.95,741,82,,1.5782010288044628,True,False
579284,2011-11-29 10:52:00,2011-11,United Kingdom,United Kingdom,Weekday,3337.44,1619,21,15061,1.5751061624806437,True,False
544667,2011-02-22 15:09:00,2011-02,United Kingdom,United Kingdom,Weekday,3336.7599999999998,2874,34,17511,1.5747242189052901,True,False
541695,2011-01-20 18:01:00,2011-01,United Kingdom,United Kingdom,Weekday,3323.19,1253,402,,1.567102197850076,True,False
552659,2011-05-10 15:03:00,2011-05,United Kingdom,United Kingdom,Weekday,3320.77,822,86,,1.5657429280672006,True,False
562608,2011-08-08 11:45:00,2011-08,United Kingdom,United Kingdom,Weekday,3315.0699999999997,1905,89,15502,1.5625413422149732,True,False
578940,2011-11-27 13:18:00,2011-11,United Kingdom,United Kingdom,Weekend,3310.12,635,67,,1.559761017659092,True,False
573263,2011-10-28 12:34:00,2011-10,United Kingdom,United Kingdom,Weekday,3304.03,3917,22,13694,1.5563403759327656,True,False
561647,2011-07-28 15:20:00,2011-07,United Kingdom,United Kingdom,Weekday,3301.38,1764,29,13340,1.5548519193523438,True,False
560080,2011-07-14 16:23:00,2011-07,United Kingdom,United Kingdom,Weekday,3279.36,1632,10,17450,1.5424836876916355,True,False
546160,2011-03-10 09:49:00,2011-03,United Kingdom,United Kingdom,Weekday,3277.24,1844,32,15838,1.541292922427298,True,False
549100,2011-04-06 11:14:00,2011-04,United Kingdom,United Kingdom,Weekday,3275.33,758,84,,1.5402201103259376,True,False
543831,2011-02-14 09:57:00,2011-02,United Kingdom,United Kingdom,Weekday,3257.4,1948,10,15769,1.5301491569346344,True,False
563532,2011-08-17 11:04:00,2011-08,United Kingdom,United Kingdom,Weekday,3256.88,2504,33,17511,1.5298570824358344,True,False
548496,2011-03-31 13:40:00,2011-03,France,International,Weekday,3243.13,2271,35,12678,1.5221339586694973,True,False
538991,2010-12-15 11:53:00,2010-12,United Kingdom,United Kingdom,Weekday,3240.4,3944,45,17511,1.5206005675507992,True,False
541423,2011-01-17 17:54:00,2011-01,United Kingdom,United Kingdom,Weekday,3237.88,1230,402,,1.5191851295950776,True,False
564857,2011-08-31 09:23:00,2011-08,United Kingdom,United Kingdom,Weekday,3236.94,480,158,,1.5186571487703246,True,False
547362,2011-03-22 12:33:00,2011-03,United Kingdom,United Kingdom,Weekday,3221.88,4686,39,13694,1.5101982219397034,True,False
581497,2011-12-09 10:23:00,2011-12,United Kingdom,United Kingdom,Weekday,3217.2000000000003,654,56,,1.5075695514505068,True,False
562031,2011-08-01 17:37:00,2011-08,United Kingdom,United Kingdom,Weekday,3213.19,1594,262,16984,1.5053172077193786,True,False
