invoice_no,invoice_date,invoice_month,country,market_group,day_type,invoice_total,total_units,distinct_items,customer_id
536848,2010-12-03 09:39:00,2010-12,United Kingdom,United Kingdom,Weekday,534.0,280,3,13408
536849,2010-12-03 09:45:00,2010-12,United Kingdom,United Kingdom,Weekday,397.5,106,3,17396
536851,2010-12-03 09:49:00,2010-12,United Kingdom,United Kingdom,Weekday,1368.4,360,15,12967
536852,2010-12-03 09:51:00,2010-12,France,International,Weekday,89.14,107,7,12686
536856,2010-12-03 10:26:00,2010-12,United Kingdom,United Kingdom,Weekday,754.87,343,39,13370
536857,2010-12-03 10:33:00,2010-12,United Kingdom,United Kingdom,Weekday,128.03,54,17,16883
536858,2010-12-03 10:36:00,2010-12,Switzerland,International,Weekday,303.4,110,6,13520
536859,2010-12-03 10:43:00,2010-12,United Kingdom,United Kingdom,Weekday,294.25,186,24,12841
536860,2010-12-03 10:43:00,2010-12,United Kingdom,United Kingdom,Weekday,254.39999999999998,108,10,16905
536861,2010-12-03 10:44:00,2010-12,Germany,International,Weekday,303.5,79,10,12427
536862,2010-12-03 11:13:00,2010-12,United Kingdom,United Kingdom,Weekday,1334.13,150,81,
536863,2010-12-03 11:19:00,2010-12,United Kingdom,United Kingdom,Weekday,112.27,73,41,17967
536864,2010-12-03 11:27:00,2010-12,United Kingdom,United Kingdom,Weekday,636.6800000000001,66,47,
536865,2010-12-03 11:28:00,2010-12,United Kingdom,United Kingdom,Weekday,2396.96,317,140,
536866,2010-12-03 11:28:00,2010-12,United Kingdom,United Kingdom,Weekday,8.47,1,1,
536874,2010-12-03 11:35:00,2010-12,United Kingdom,United Kingdom,Weekday,217.26,86,63,16891
536876,2010-12-03 11:36:00,2010-12,United Kingdom,United Kingdom,Weekday,7257.08,1641,586,
536883,2010-12-03 11:41:00,2010-12,United Kingdom,United Kingdom,Weekday,5.46,13,1,
536884,2010-12-03 11:42:00,2010-12,United Kingdom,United Kingdom,Weekday,39.75,5,3,14589
536885,2010-12-03 11:42:00,2010-12,EIRE,International,Weekday,549.0,200,11,
536890,2010-12-03 11:48:00,2010-12,EIRE,International,Weekday,322.2,1548,3,14156
536920,2010-12-03 12:01:00,2010-12,United Kingdom,United Kingdom,Weekday,69.3,58,10,
536938,2010-12-03 12:05:00,2010-12,United Kingdom,United Kingdom,Weekday,1680.88,464,14,14680
536943,2010-12-03 12:11:00,2010-12,United Kingdom,United Kingdom,Weekday,187.51,170,28,17884
536944,2010-12-03 12:20:00,2010-12,Spain,International,Weekday,620.0,400,5,12557
536945,2010-12-03 12:24:00,2010-12,United Kingdom,United Kingdom,Weekday,294.01,152,62,14083
536946,2010-12-03 12:28:00,2010-12,United Kingdom,United Kingdom,Weekday,841.94,363,29,13013
536947,2010-12-03 12:29:00,2010-12,United Kingdom,United Kingdom,Weekday,686.4,439,38,13013
536954,2010-12-03 12:41:00,2010-12,United Kingdom,United Kingdom,Weekday,425.0,100,1,17809
536956,2010-12-03 12:43:00,2010-12,United Kingdom,United Kingdom,Weekday,304.95000000000005,93,15,14210
536957,2010-12-03 12:43:00,2010-12,United Kingdom,United Kingdom,Weekday,791.7,234,13,17809
536960,2010-12-03 12:48:00,2010-12,United Kingdom,United Kingdom,Weekday,225.65,125,14,16477
536967,2010-12-03 12:57:00,2010-12,Germany,International,Weekday,76.5,31,2,12600
536968,2010-12-03 13:09:00,2010-12,United Kingdom,United Kingdom,Weekday,534.0,168,2,16013
536969,2010-12-03 13:10:00,2010-12,United Kingdom,United Kingdom,Weekday,528.0,192,1,16013
536970,2010-12-03 13:12:00,2010-12,United Kingdom,United Kingdom,Weekday,1314.0,120,1,17949
536971,2010-12-03 13:40:00,2010-12,Poland,International,Weekday,248.16,140,8,12779
536972,2010-12-03 13:42:00,2010-12,United Kingdom,United Kingdom,Weekday,230.25,35,14,16926
536973,2010-12-03 13:43:00,2010-12,United Kingdom,United Kingdom,Weekday,736.28,356,30,17787
536974,2010-12-03 13:59:00,2010-12,France,International,Weekday,336.24,132,16,12682
536975,2010-12-03 14:04:00,2010-12,EIRE,International,Weekday,1705.65,827,71,14911
536976,2010-12-03 14:18:00,2010-12,United Kingdom,United Kingdom,Weekday,149.8,76,19,14723
536977,2010-12-03 14:18:00,2010-12,United Kingdom,United Kingdom,Weekday,108.78,60,14,17954
536980,2010-12-03 14:26:00,2010-12,United Kingdom,United Kingdom,Weekday,591.47,239,12,17819
536981,2010-12-03 14:26:00,2010-12,United Kingdom,United Kingdom,Weekday,97.39,38,22,14723
536982,2010-12-03 14:27:00,2010-12,United Kingdom,United Kingdom,Weekday,10661.69,1834,145,
536983,2010-12-03 14:30:00,2010-12,Germany,International,Weekday,175.53,60,9,12712
536984,2010-12-03 14:35:00,2010-12,United Kingdom,United Kingdom,Weekday,339.54,136,29,17841
536985,2010-12-03 14:40:00,2010-12,United Kingdom,United Kingdom,Weekday,334.3,42,11,15373
536986,2010-12-03 14:40:00,2010-12,United Kingdom,United Kingdom,Weekday,124.14,104,7,16140
536987,2010-12-03 14:54:00,2010-12,United Kingdom,United Kingdom,Weekday,272.01,124,52,17198
536988,2010-12-03 15:05:00,2010-12,United Kingdom,United Kingdom,Weekday,254.39000000000001,100,38,17238
536989,2010-12-03 15:10:00,2010-12,United Kingdom,United Kingdom,Weekday,115.7,26,22,17238
536990,2010-12-03 15:14:00,2010-12,Portugal,International,Weekday,131.8,65,7,12793
536991,2010-12-03 15:16:00,2010-12,United Kingdom,United Kingdom,Weekday,26.4,32,8,
536992,2010-12-03 15:16:00,2010-12,United Kingdom,United Kingdom,Weekday,91.8,36,1,15769
536993,2010-12-03 15:19:00,2010-12,United Kingdom,United Kingdom,Weekday,110.35000000000001,39,34,14396
536994,2010-12-03 15:25:00,2010-12,United Kingdom,United Kingdom,Weekday,98.5,18,3,14898
537022,2010-12-03 15:45:00,2010-12,Italy,International,Weekday,427.8,164,24,12725
537023,2010-12-03 16:02:00,2010-12,United Kingdom,United Kingdom,Weekday,122.15,64,25,16725
537025,2010-12-03 16:21:00,2010-12,United Kingdom,United Kingdom,Weekday,76.83,48,15,
537026,2010-12-03 16:35:00,2010-12,Belgium,International,Weekday,346.1,528,12,12395
537030,2010-12-03 16:44:00,2010-12,United Kingdom,United Kingdom,Weekday,246.3,142,13,16455
537031,2010-12-03 16:45:00,2010-12,United Kingdom,United Kingdom,Weekday,135.0,108,6,16455
537034,2010-12-03 17:20:00,2010-12,United Kingdom,United Kingdom,Weekday,2355.1800000000003,1338,73,13081
537035,2010-12-03 17:21:00,2010-12,United Kingdom,United Kingdom,Weekday,11.6,8,1,13081
537036,2010-12-03 17:28:00,2010-12,United Kingdom,United Kingdom,Weekday,135.32999999999998,75,31,15545
537037,2010-12-05 10:03:00,2010-12,United Kingdom,United Kingdom,Weekend,256.90000000000003,92,11,17243
537038,2010-12-05 10:12:00,2010-12,United Kingdom,United Kingdom,Weekend,535.75,125,7,15465
537040,2010-12-05 10:27:00,2010-12,United Kingdom,United Kingdom,Weekend,734.3999999999999,192,2,13089
537041,2010-12-05 10:36:00,2010-12,United Kingdom,United Kingdom,Weekend,155.64000000000001,52,26,16033
537042,2010-12-05 10:45:00,2010-12,United Kingdom,United Kingdom,Weekend,230.66,80,48,13838
537044,2010-12-05 10:52:00,2010-12,United Kingdom,United Kingdom,Weekend,431.45,93,19,18055
537045,2010-12-05 10:54:00,2010-12,United Kingdom,United Kingdom,Weekend,118.88,43,30,15038
537046,2010-12-05 10:58:00,2010-12,United Kingdom,United Kingdom,Weekend,277.45,55,14,18109
537047,2010-12-05 11:02:00,2010-12,United Kingdom,United Kingdom,Weekend,326.6,181,41,13069
537048,2010-12-05 11:03:00,2010-12,United Kingdom,United Kingdom,Weekend,5.9,2,2,13069
537049,2010-12-05 11:04:00,2010-12,United Kingdom,United Kingdom,Weekend,277.65000000000003,97,14,16241
537050,2010-12-05 11:10:00,2010-12,United Kingdom,United Kingdom,Weekend,555.84,437,51,14800
537051,2010-12-05 11:12:00,2010-12,United Kingdom,United Kingdom,Weekend,317.29,121,31,15708
537052,2010-12-05 11:15:00,2010-12,United Kingdom,United Kingdom,Weekend,552.24,232,5,16839
537053,2010-12-05 11:38:00,2010-12,United Kingdom,United Kingdom,Weekend,275.8,124,3,16168
537054,2010-12-05 11:40:00,2010-12,United Kingdom,United Kingdom,Weekend,152.05,82,40,16931
537055,2010-12-05 11:45:00,2010-12,United Kingdom,United Kingdom,Weekend,273.29,107,15,16814
537057,2010-12-05 11:49:00,2010-12,United Kingdom,United Kingdom,Weekend,274.67,129,49,15351
537058,2010-12-05 11:51:00,2010-12,United Kingdom,United Kingdom,Weekend,351.43,197,12,13269
537059,2010-12-05 11:54:00,2010-12,United Kingdom,United Kingdom,Weekend,125.43,58,20,14813
537065,2010-12-05 11:57:00,2010-12,France,International,Weekend,1526.92,611,63,12567
537067,2010-12-05 11:57:00,2010-12,United Kingdom,United Kingdom,Weekend,27.45,8,6,14813
537077,2010-12-05 11:59:00,2010-12,United Kingdom,United Kingdom,Weekend,179.64000000000001,163,26,17062
537081,2010-12-05 12:00:00,2010-12,Lithuania,International,Weekend,1145.06,442,25,15332
537086,2010-12-05 12:01:00,2010-12,Lithuania,International,Weekend,438.0,168,8,15332
537090,2010-12-05 12:02:00,2010-12,Lithuania,International,Weekend,15.0,12,1,15332
537111,2010-12-05 12:08:00,2010-12,United Kingdom,United Kingdom,Weekend,177.89,83,22,14810
537117,2010-12-05 12:09:00,2010-12,United Kingdom,United Kingdom,Weekend,204.0,48,1,16353
537126,2010-12-05 12:13:00,2010-12,United Kingdom,United Kingdom,Weekend,472.11,211,116,18118
537127,2010-12-05 12:13:00,2010-12,United Kingdom,United Kingdom,Weekend,408.0,160,2,13831
537128,2010-12-05 12:15:00,2010-12,United Kingdom,United Kingdom,Weekend,211.74,135,23,12841
537129,2010-12-05 12:15:00,2010-12,United Kingdom,United Kingdom,Weekend,301.12,232,17,13506
537130,2010-12-05 12:23:00,2010-12,United Kingdom,United Kingdom,Weekend,114.65,28,19,17796
537131,2010-12-05 12:26:00,2010-12,United Kingdom,United Kingdom,Weekend,529.4,429,35,15716
537133,2010-12-05 12:29:00,2010-12,United Kingdom,United Kingdom,Weekend,186.88,68,50,18156
537134,2010-12-05 12:34:00,2010-12,United Kingdom,United Kingdom,Weekend,163.49,107,9,16983
537135,2010-12-05 12:35:00,2010-12,United Kingdom,United Kingdom,Weekend,722.36,471,115,17059
537136,2010-12-05 12:42:00,2010-12,United Kingdom,United Kingdom,Weekend,267.46000000000004,147,34,12748
537137,2010-12-05 12:43:00,2010-12,United Kingdom,United Kingdom,Weekend,535.6,392,66,16327
537138,2010-12-05 12:44:00,2010-12,United Kingdom,United Kingdom,Weekend,273.3,204,33,17211
537139,2010-12-05 12:47:00,2010-12,United Kingdom,United Kingdom,Weekend,33.15,25,3,17026
537140,2010-12-05 12:53:00,2010-12,United Kingdom,United Kingdom,Weekend,65.57,51,33,12748
537141,2010-12-05 12:57:00,2010-12,United Kingdom,United Kingdom,Weekend,517.65,165,37,15570
537142,2010-12-05 12:57:00,2010-12,United Kingdom,United Kingdom,Weekend,41.45,16,15,12748
537144,2010-12-05 13:00:00,2010-12,United Kingdom,United Kingdom,Weekend,329.03000000000003,202,95,15880
537153,2010-12-05 13:03:00,2010-12,United Kingdom,United Kingdom,Weekend,606.0500000000001,407,41,16718
537154,2010-12-05 13:05:00,2010-12,United Kingdom,United Kingdom,Weekend,953.05,327,54,15808
537155,2010-12-05 13:05:00,2010-12,United Kingdom,United Kingdom,Weekend,73.72,63,30,12748
537156,2010-12-05 13:08:00,2010-12,United Kingdom,United Kingdom,Weekend,236.25,75,17,17858
537158,2010-12-05 13:10:00,2010-12,United Kingdom,United Kingdom,Weekend,184.8,86,10,16393
537159,2010-12-05 13:17:00,2010-12,United Kingdom,United Kingdom,Weekend,292.95,60,28,14527
537160,2010-12-05 13:18:00,2010-12,United Kingdom,United Kingdom,Weekend,283.15,128,26,14161
537163,2010-12-05 13:21:00,2010-12,United Kingdom,United Kingdom,Weekend,384.71999999999997,276,21,17863
537176,2010-12-05 13:26:00,2010-12,United Kingdom,United Kingdom,Weekend,128.55,69,19,16411
537179,2010-12-05 13:29:00,2010-12,United Kingdom,United Kingdom,Weekend,806.28,284,13,13767
537192,2010-12-05 13:42:00,2010-12,United Kingdom,United Kingdom,Weekend,205.65,102,53,16402
537193,2010-12-05 13:49:00,2010-12,United Kingdom,United Kingdom,Weekend,429.40000000000003,226,32,15023
537194,2010-12-05 13:53:00,2010-12,United Kingdom,United Kingdom,Weekend,271.2,80,1,17402
537195,2010-12-05 13:55:00,2010-12,United Kingdom,United Kingdom,Weekend,635.64,298,32,15311
537196,2010-12-05 13:55:00,2010-12,United Kingdom,United Kingdom,Weekend,382.57,149,74,15426
537197,2010-12-05 14:02:00,2010-12,Germany,International,Weekend,286.5,79,16,12647
537198,2010-12-05 14:03:00,2010-12,Germany,International,Weekend,85.5,11,2,12647
537199,2010-12-05 14:06:00,2010-12,United Kingdom,United Kingdom,Weekend,151.44,111,32,15894
537200,2010-12-05 14:17:00,2010-12,United Kingdom,United Kingdom,Weekend,111.65,46,28,15867
537201,2010-12-05 14:19:00,2010-12,Germany,International,Weekend,1631.3,972,70,12472
537202,2010-12-05 14:25:00,2010-12,United Kingdom,United Kingdom,Weekend,257.0,106,43,14506
537204,2010-12-05 14:45:00,2010-12,United Kingdom,United Kingdom,Weekend,198.43,293,32,15555
537205,2010-12-05 14:52:00,2010-12,United Kingdom,United Kingdom,Weekend,165.86,116,11,13034
537206,2010-12-05 15:02:00,2010-12,United Kingdom,United Kingdom,Weekend,85.55000000000001,25,4,15235
537207,2010-12-05 15:06:00,2010-12,United Kingdom,United Kingdom,Weekend,188.77,40,23,17402
537208,2010-12-05 15:12:00,2010-12,United Kingdom,United Kingdom,Weekend,272.07,141,57,15889
537209,2010-12-05 15:12:00,2010-12,United Kingdom,United Kingdom,Weekend,192.68,83,41,14606
537210,2010-12-05 15:15:00,2010-12,United Kingdom,United Kingdom,Weekend,207.74,100,15,15953
537211,2010-12-05 15:18:00,2010-12,United Kingdom,United Kingdom,Weekend,355.75,145,16,16143
537212,2010-12-05 15:21:00,2010-12,Germany,International,Weekend,473.39,299,30,12720
537213,2010-12-05 15:26:00,2010-12,United Kingdom,United Kingdom,Weekend,8.65,7,6,12748
537214,2010-12-05 15:35:00,2010-12,United Kingdom,United Kingdom,Weekend,1668.2,2048,13,16422
537215,2010-12-05 15:38:00,2010-12,United Kingdom,United Kingdom,Weekend,358.55999999999995,108,7,12747
537216,2010-12-05 15:40:00,2010-12,United Kingdom,United Kingdom,Weekend,569.5,240,18,15502
537217,2010-12-05 15:40:00,2010-12,United Kingdom,United Kingdom,Weekend,167.2,16,4,15502
537218,2010-12-05 15:46:00,2010-12,Japan,International,Weekend,320.08,196,16,12763
537219,2010-12-05 15:47:00,2010-12,United Kingdom,United Kingdom,Weekend,423.52,252,67,14081
537220,2010-12-05 15:49:00,2010-12,United Kingdom,United Kingdom,Weekend,3.35,1,1,
537221,2010-12-05 15:54:00,2010-12,United Kingdom,United Kingdom,Weekend,37.35,14,7,17965
537222,2010-12-05 16:00:00,2010-12,United Kingdom,United Kingdom,Weekend,129.23,56,25,14404
537223,2010-12-05 16:10:00,2010-12,United Kingdom,United Kingdom,Weekend,164.70000000000002,46,9,13579
537224,2010-12-05 16:24:00,2010-12,United Kingdom,United Kingdom,Weekend,1369.06,674,122,13174
537225,2010-12-05 16:41:00,2010-12,United Kingdom,United Kingdom,Weekend,491.38,310,60,12748
537226,2010-12-06 08:34:00,2010-12,United Kingdom,United Kingdom,Weekday,113.48,86,9,15987
537227,2010-12-06 08:42:00,2010-12,United Kingdom,United Kingdom,Weekday,922.4000000000001,700,20,17677
537228,2010-12-06 08:43:00,2010-12,United Kingdom,United Kingdom,Weekday,25.200000000000003,12,1,17677
537229,2010-12-06 08:44:00,2010-12,United Kingdom,United Kingdom,Weekday,17.4,12,1,17677
537230,2010-12-06 09:20:00,2010-12,United Kingdom,United Kingdom,Weekday,2.95,1,1,
537231,2010-12-06 09:21:00,2010-12,United Kingdom,United Kingdom,Weekday,308.8,112,18,13652
537233,2010-12-06 09:37:00,2010-12,United Kingdom,United Kingdom,Weekday,353.0,148,9,17428
537235,2010-12-06 09:45:00,2010-12,United Kingdom,United Kingdom,Weekday,2567.6400000000003,1464,5,17381
537236,2010-12-06 09:52:00,2010-12,United Kingdom,United Kingdom,Weekday,375.69000000000005,91,9,16858
537237,2010-12-06 09:58:00,2010-12,United Kingdom,United Kingdom,Weekday,7335.45,1608,595,
537238,2010-12-06 10:03:00,2010-12,United Kingdom,United Kingdom,Weekday,164.2,88,15,16161
537239,2010-12-06 10:05:00,2010-12,United Kingdom,United Kingdom,Weekday,210.19,67,13,18219
537240,2010-12-06 10:08:00,2010-12,United Kingdom,United Kingdom,Weekday,7660.4800000000005,1811,568,
537241,2010-12-06 10:18:00,2010-12,United Kingdom,United Kingdom,Weekday,364.92,172,15,14293
537242,2010-12-06 10:19:00,2010-12,United Kingdom,United Kingdom,Weekday,412.22,282,29,14748
537243,2010-12-06 10:19:00,2010-12,United Kingdom,United Kingdom,Weekday,50.400000000000006,24,2,16638
537244,2010-12-06 10:20:00,2010-12,United Kingdom,United Kingdom,Weekday,300.66,349,11,17674
537245,2010-12-06 10:24:00,2010-12,United Kingdom,United Kingdom,Weekday,58.2,48,3,14748
537246,2010-12-06 10:27:00,2010-12,Portugal,International,Weekday,129.4,53,7,12808
537247,2010-12-06 10:34:00,2010-12,United Kingdom,United Kingdom,Weekday,223.68,192,3,13094
537248,2010-12-06 10:36:00,2010-12,United Kingdom,United Kingdom,Weekday,56.25,39,4,15899
537249,2010-12-06 10:38:00,2010-12,United Kingdom,United Kingdom,Weekday,33.0,20,1,16955
537250,2010-12-06 10:43:00,2010-12,Germany,International,Weekday,196.44,89,14,12708
537252,2010-12-06 10:46:00,2010-12,United Kingdom,United Kingdom,Weekday,26.349999999999998,31,1,
537253,2010-12-06 10:53:00,2010-12,United Kingdom,United Kingdom,Weekday,351.47,178,23,
537254,2010-12-06 11:01:00,2010-12,United Kingdom,United Kingdom,Weekday,377.64,207,55,15898
537255,2010-12-06 11:03:00,2010-12,United Kingdom,United Kingdom,Weekday,303.5,163,20,14443
537256,2010-12-06 11:06:00,2010-12,United Kingdom,United Kingdom,Weekday,2263.8,796,11,16210
537257,2010-12-06 11:10:00,2010-12,United Kingdom,United Kingdom,Weekday,142.5,58,9,17691
537258,2010-12-06 11:16:00,2010-12,United Kingdom,United Kingdom,Weekday,142.25,92,10,17227
537262,2010-12-06 11:26:00,2010-12,United Kingdom,United Kingdom,Weekday,585.41,256,54,15039
537265,2010-12-06 11:26:00,2010-12,United Kingdom,United Kingdom,Weekday,214.07999999999998,175,38,15919
537298,2010-12-06 11:37:00,2010-12,United Kingdom,United Kingdom,Weekday,153.5,54,9,13497
537301,2010-12-06 11:38:00,2010-12,United Kingdom,United Kingdom,Weekday,102.66,72,14,15860
537312,2010-12-06 11:42:00,2010-12,United Kingdom,United Kingdom,Weekday,311.24,254,9,14189
537313,2010-12-06 11:42:00,2010-12,United Kingdom,United Kingdom,Weekday,123.15,21,5,15304
537332,2010-12-06 11:58:00,2010-12,United Kingdom,United Kingdom,Weekday,322.8,120,12,14344
537334,2010-12-06 12:06:00,2010-12,United Kingdom,United Kingdom,Weekday,430.73,146,44,16719
537335,2010-12-06 12:15:00,2010-12,United Kingdom,United Kingdom,Weekday,98.7,32,23,15048
537346,2010-12-06 12:21:00,2010-12,United Kingdom,United Kingdom,Weekday,673.37,503,34,15301
537350,2010-12-06 12:23:00,2010-12,United Kingdom,United Kingdom,Weekday,419.06,350,12,14708
537351,2010-12-06 12:23:00,2010-12,United Kingdom,United Kingdom,Weekday,112.08,94,29,16898
537354,2010-12-06 12:23:00,2010-12,United Kingdom,United Kingdom,Weekday,133.07,85,38,12748
537359,2010-12-06 12:30:00,2010-12,United Kingdom,United Kingdom,Weekday,184.10000000000002,72,10,14825
537360,2010-12-06 12:31:00,2010-12,United Kingdom,United Kingdom,Weekday,76.32000000000001,72,1,18113
537362,2010-12-06 12:34:00,2010-12,United Kingdom,United Kingdom,Weekday,390.97,529,56,17596
537365,2010-12-06 12:38:00,2010-12,United Kingdom,United Kingdom,Weekday,449.95000000000005,201,21,15078
537366,2010-12-06 12:39:00,2010-12,United Kingdom,United Kingdom,Weekday,308.05,106,12,14085
537367,2010-12-06 12:39:00,2010-12,United Kingdom,United Kingdom,Weekday,25.200000000000003,12,1,15078
537368,2010-12-06 12:40:00,2010-12,EIRE,International,Weekday,377.5,135,15,14911
537369,2010-12-06 12:41:00,2010-12,United Kingdom,United Kingdom,Weekday,226.45000000000002,93,49,17860
537370,2010-12-06 12:44:00,2010-12,United Kingdom,United Kingdom,Weekday,379.7,168,51,13155
537371,2010-12-06 12:47:00,2010-12,United Kingdom,United Kingdom,Weekday,185.97,119,14,15028
537372,2010-12-06 12:52:00,2010-12,United Kingdom,United Kingdom,Weekday,198.35,73,22,16919
537374,2010-12-06 12:55:00,2010-12,United Kingdom,United Kingdom,Weekday,367.95,256,74,17259
537375,2010-12-06 12:55:00,2010-12,United Kingdom,United Kingdom,Weekday,358.82,223,48,17019
537376,2010-12-06 12:59:00,2010-12,United Kingdom,United Kingdom,Weekday,480.68,278,16,16722
537377,2010-12-06 13:01:00,2010-12,United Kingdom,United Kingdom,Weekday,270.52,116,14,15882
537378,2010-12-06 13:06:00,2010-12,EIRE,International,Weekday,784.15,476,20,14911
